FIPS,Total,Male,Female,Eighteen_Years_Plus,SixFive_Years_Plus,One_Race,Two_Plus_Races
45025,45953,22590,23363,35753,8245,44687,1266
45027,33957,16739,17218,27330,7735,33507,450
45029,37585,17952,19633,29158,7432,37262,323
45031,67027,31723,35304,51996,12328,65935,1092
45033,30689,14513,16176,22881,4886,30052,637
45035,158299,77077,81222,119061,21364,153169,5130
45037,26927,14358,12569,21992,4950,26436,491
45039,22565,10780,11785,18211,4624,22146,419
45041,138475,64765,73710,105501,22637,136539,1936
45043,61952,29301,32651,50385,16714,61060,892
45045,507003,246053,260950,389402,77989,494037,12966
45047,70411,32719,37692,54241,12759,69048,1363
45049,19564,10152,9412,15334,3512,19338,226
45051,332172,160275,171897,271267,76932,326644,5528
45053,28657,14375,14282,22660,5212,28064,593
45055,65112,31563,33549,49808,11704,63131,1981
45057,92308,44504,47804,72241,18855,90002,2306
45059,66846,32545,34301,52143,11993,64932,1914
45061,17365,8865,8500,13964,3140,17149,216
45063,290278,141364,148914,222622,44761,283203,7075
45065,9531,5284,4247,8368,3183,9269,262
45067,31308,14448,16860,24096,5945,30999,309
45069,26753,13940,12813,21241,4652,25661,1092
45071,38194,18529,19665,29858,7345,37856,338
45073,77528,38138,39390,61878,17658,75400,2128
45075,87687,41012,46675,68267,16643,85847,1840
45077,124029,61734,62295,100418,19998,121983,2046
45079,411357,199147,212210,322799,50741,398927,12430
45081,20303,10141,10162,15864,3899,20050,253
45083,307617,149276,158341,236059,48999,300731,6886
45085,106757,51432,55325,80912,16948,103367,3390
45087,27490,13099,14391,21591,5394,26547,943
45089,31324,14942,16382,24696,6267,31033,291
45091,265872,128270,137602,201077,37341,260432,5440
46003,2763,1461,1302,2025,523,2723,40
46005,18346,9313,9033,13392,3124,18166,180
46007,3425,1686,1739,2199,398,3242,183
46009,6929,4064,2865,5591,1423,6802,127
46011,34601,17697,16904,27543,4051,34102,499
46013,38915,19166,19749,29773,6646,38325,590
46015,5258,2603,2655,3931,930,5159,99
46017,2026,1008,1018,1259,146,2005,21
46019,10225,5213,5012,7700,2035,10044,181
46021,1485,805,680,1174,372,1477,8
46023,9349,4705,4644,6568,1705,8878,471
46025,3685,1854,1831,2727,779,3601,84
46027,13957,6833,7124,11599,1654,13630,327
46029,28026,14135,13891,21347,4748,27500,526
46031,4150,2097,2053,2638,453,4087,63
46033,8719,4233,4486,7331,2527,8551,168
46035,19871,9841,10030,15456,3578,19471,400
46037,5486,2843,2643,4258,1405,5376,110
46039,4318,2250,2068,3291,919,4297,21
46041,5833,2893,2940,3676,560,5792,41
46043,2929,1435,1494,2208,688,2845,84
46045,3909,1969,1940,2940,756,3891,18
46047,6747,3398,3349,5589,1862,6471,276
46049,2312,1168,1144,1797,617,2300,12
46051,7149,3750,3399,5576,1467,7064,85
46053,4186,2149,2037,3202,1024,4063,123
46055,2018,1016,1002,1468,423,1965,53
46057,6025,3073,2952,4126,950,5933,92
46059,3256,1643,1613,2554,791,3217,39
46061,3399,1702,1697,2339,507,3383,16
46063,1306,681,625,1006,229,1288,18
46065,17608,8611,8997,13506,2960,17124,484
46067,7308,3559,3749,5492,1689,7186,122
46069,1319,685,634,1066,345,1286,33
46071,3290,1631,1659,2251,470,3215,75
46073,2018,1001,1017,1594,598,2008,10
46075,793,374,419,649,183,793,0
46077,4944,2533,2411,3841,1122,4915,29
46079,12717,6661,6056,10102,2673,12415,302
46081,25478,12659,12819,20973,5370,24889,589
46083,56826,28154,28672,40783,6927,55591,1235
46085,3848,2004,1844,2716,599,3800,48
46087,5548,2776,2772,4029,1040,5470,78
46089,2297,1090,1207,1805,677,2287,10
46091,4891,2549,2342,3597,1015,4818,73
46093,27717,14409,13308,21284,4184,26970,747
46095,2052,1020,1032,1400,310,2007,45
46097,2211,1125,1086,1660,438,2172,39
46099,188674,95110,93564,140957,24024,183032,5642
46101,6507,3271,3236,4838,1236,6162,345
46102,14335,7024,7311,9010,975,14146,189
46103,110685,55795,54890,84919,19205,105092,5593
46105,2897,1504,1393,2274,695,2865,32
46107,2315,1173,1142,1816,644,2233,82
46109,10287,5267,5020,7493,1996,10058,229
46111,2379,1235,1144,1807,473,2356,23
46115,6483,3238,3245,4909,1326,6415,68
46117,3017,1619,1398,2329,652,2945,72
46119,1305,669,636,1009,320,1271,34
46121,10195,4957,5238,5934,757,10012,183
46123,5458,2768,2690,4201,1214,5063,395
46125,8300,4148,4152,6309,1706,8210,90
46127,15368,7718,7650,11645,2674,15067,301
46129,5457,2714,2743,4199,1307,5277,180
46135,22717,11836,10881,17905,4178,22228,489
46137,2791,1375,1416,1945,262,2775,16
47001,76061,37152,38909,59971,14987,74042,2019
47003,48292,23834,24458,36007,7259,47212,1080
47005,16140,7937,8203,12991,3849,15899,241
47007,14836,8707,6129,12004,2656,14244,592
47009,129927,63046,66881,103394,25971,127276,2651
47011,105749,51468,54281,82395,17786,103733,2016
47013,39797,19434,20363,31574,8130,39247,550
47015,14178,6999,7179,11159,2602,13972,206
47017,27886,13613,14273,21929,5555,27325,561
47019,56433,27576,28857,45875,11952,55958,475
47021,40181,20034,20147,31273,5865,39440,741
47023,17190,8276,8914,13315,2906,16765,425
47025,31732,15406,16326,25709,6152,31287,445
47027,7654,3669,3985,6104,1817,7586,68
47029,35552,17255,18297,28242,7413,34805,747
47031,55209,27141,28068,41978,9478,54052,1157
47033,14399,6834,7565,10955,2682,14074,325
47035,59216,28973,30243,48702,17899,58501,715
47037,687488,331298,356190,542482,82207,669541,17947
47039,11686,5730,5956,9182,2739,11324,362
47041,19847,9857,9990,15515,3594,19534,313
47043,52680,25998,26682,40347,8178,51705,975
47045,37416,18137,19279,28464,6431,36364,1052
47047,40164,19813,20351,32296,8331,39799,365
47049,18213,9084,9129,14361,3832,18016,197
47051,41725,20463,21262,33249,8115,40364,1361
47053,49228,23623,25605,37347,8710,47610,1618
47055,29285,14316,14969,23172,5810,28498,787
47057,23101,11585,11516,18397,4655,22714,387
47059,68834,33654,35180,55469,14567,67612,1222
47061,13344,6599,6745,10450,2740,12023,1321
47063,64132,31457,32675,49194,11467,62561,1571
47065,360919,174207,186712,285626,62141,353325,7594
47067,6587,3305,3282,5198,1352,6557,30
47069,25443,14252,11191,20620,4552,25101,342
47071,25715,12519,13196,20400,5771,25442,273
47073,56611,27657,28954,45150,11635,55693,918
47075,17623,8238,9385,13624,3152,17444,179
47077,27977,13721,14256,21589,5019,27371,606
47079,32284,15498,16786,25589,7349,31773,511
47081,24813,13034,11779,19552,4175,24461,352
47083,8164,4154,4010,6408,1708,8073,91
47085,18435,8949,9486,14555,3556,18006,429
47087,11682,5872,5810,9571,2565,11421,261
47089,53679,26332,27347,42971,10538,52709,970
47091,17753,9593,8160,14759,3972,17518,235
47093,461104,224184,236920,363632,71194,450767,10337
47095,7401,4641,2760,6340,1144,7247,154
47097,25989,13340,12649,20013,3971,25469,520
47099,43390,21251,22139,32489,7652,42711,679
47101,12027,5823,6204,9399,2471,11872,155
47103,33924,16669,17255,26337,6402,33163,761
47105,52340,25614,26726,42044,13522,51308,1032
47107,53053,25838,27215,41805,10276,51971,1082
47109,25844,12548,13296,20164,5330,25275,569
47111,23842,11738,12104,18047,3732,23371,471
47113,97625,46221,51404,75597,16005,95638,1987
47115,28538,13878,14660,22501,5579,27570,968
47117,32965,16235,16730,25164,5183,32504,461
47119,91976,44440,47536,70429,14285,89516,2460
47121,12104,5991,6113,9623,2630,11927,177
47123,46064,22679,23385,36143,9520,45272,792
47125,200180,99949,100231,146338,18263,190666,9514
47127,6378,3217,3161,5094,1307,6317,61
47129,21545,11783,9762,17368,3757,21410,135
47131,30365,14609,15756,23705,6024,29735,630
47133,22068,10863,11205,17216,4433,21875,193
47135,7962,3941,4021,6202,1632,7811,151
47137,5079,2563,2516,4148,1365,5063,16
47139,16814,8366,8448,13478,3449,16461,353
47141,77447,38268,39179,61282,12831,75948,1499
47143,32719,16199,16520,25127,5883,32096,623
47145,53075,26124,26951,43062,11793,51884,1191
47147,70280,34747,35533,53271,10189,68696,1584
47149,315815,155575,160240,237642,32205,305474,10341
47151,21969,10857,11112,16661,3633,21703,266
47153,14816,7391,7425,11802,2961,14441,375
47155,97068,47695,49373,77173,18688,95077,1991
47157,936374,444834,491540,701193,122695,920757,15617
47159,19740,9868,9872,15159,3230,19393,347
47161,13427,6612,6815,10563,2632,12979,448
47163,157050,76345,80705,126473,33753,153544,3506
47165,183437,89689,93748,139881,28541,179351,4086
47167,61447,30265,31182,46303,8651,60159,1288
47169,10231,5987,4244,8301,1425,9841,390
47171,17811,9006,8805,14726,4128,17534,277
47173,19488,9616,9872,15243,3536,19269,219
47175,5760,2898,2862,4676,1296,5570,190
47177,40702,20242,20460,31074,6991,39599,1103
47179,127805,62285,65520,103173,22820,125151,2654
47181,16693,9172,7521,13643,3120,16610,83
47183,33510,16406,17104,27029,6037,33026,484
47185,26800,13070,13730,20829,5374,26332,468
47187,225389,110242,115147,163602,28691,220098,5291
47189,136666,67205,69461,104158,21075,134392,2274
48001,57810,35201,22609,46562,8278,56914,896
48003,18036,9174,8862,12348,1810,17420,616
48005,87322,42606,44716,64874,13847,85904,1418
48007,24462,11904,12558,19873,6711,23482,980
48009,8716,4347,4369,6822,1702,8552,164
48011,1973,982,991,1517,425,1902,71
48013,49528,24733,24795,35910,7099,47183,2345
48015,29764,14682,15082,22632,5577,28938,826
48017,7100,3611,3489,5039,985,7097,3
48019,22215,11192,11023,18406,5873,20756,1459
48021,84522,42810,41712,62956,12303,82290,2232
48023,3577,1746,1831,2831,867,3555,22
48025,32611,19915,12696,25709,3905,31476,1135
48027,348574,173837,174737,251816,36793,329666,18908
48029,1952843,964179,988664,1450476,231377,1886828,66015
48031,11478,5931,5547,9380,2874,11063,415
48033,613,293,320,434,167,598,15
48035,18296,9013,9283,14396,4504,17961,335
48037,93373,46960,46413,71225,15268,90754,2619
48039,360677,182333,178344,265058,41745,352681,7996
48041,222981,112629,110352,177136,19786,216348,6633
48043,9231,4648,4583,7462,2072,8983,248
48045,1457,804,653,1220,372,1316,141
48047,7141,3807,3334,5251,1041,7014,127
48049,37855,18681,19174,29468,7388,36972,883
48051,18058,8951,9107,14043,3689,17641,417
48053,46530,22992,23538,36579,10203,45740,790
48055,42144,21313,20831,31996,5771,41570,574
48057,21668,11082,10586,16313,3769,20802,866
48059,13856,6899,6957,10754,2848,13424,432
48061,421666,204948,216718,291932,55465,418289,3377
48063,12878,6266,6612,9481,2378,12510,368
48065,6009,2897,3112,4533,1098,5884,125
48067,30059,14496,15563,23274,6586,29336,723
48069,7673,3853,3820,5443,1164,7407,266
48071,41305,20939,20366,29721,4494,40399,906
48073,52118,26587,25531,38797,8886,51088,1030
48075,7253,4442,2811,5967,1004,7089,164
48077,10403,5214,5189,8276,2373,10237,166
48079,2887,1495,1392,2106,455,2816,71
48081,3303,1647,1656,2612,941,3276,27
48083,8334,4308,4026,6549,2059,8026,308
48085,973977,479151,494826,717859,104035,943870,30107
48087,2969,1493,1476,2225,504,2876,93
48089,21224,10590,10634,16233,4594,20817,407
48091,141642,69980,71662,109451,25397,138310,3332
48093,13529,6798,6731,10510,3247,13383,146
48095,3266,2098,1168,2770,652,3257,9
48097,40041,19871,20170,30491,7269,38909,1132
48099,75280,37556,37724,57851,7404,68587,6693
48101,1642,741,901,1129,341,1561,81
48103,4802,2458,2344,3334,654,4802,0
48105,3484,1680,1804,2638,521,3449,35
48107,5836,2899,2937,4268,1060,5746,90
48109,2214,1260,954,1576,327,2152,62
48111,7304,3718,3586,5002,784,7145,159
48113,2606868,1285388,1321480,1919530,272730,2538015,68853
48115,12813,6939,5874,9483,1878,12291,522
48117,18736,9387,9349,12870,2336,18052,684
48119,5249,2488,2761,4027,1056,5144,105
48121,833822,410114,423708,624909,82137,803635,30187
48123,20340,10574,9766,15733,3943,20093,247
48125,2203,1084,1119,1761,524,2198,5
48127,10438,5060,5378,7369,1763,10376,62
48129,3342,1700,1642,2674,776,3274,68
48131,11268,5717,5551,8368,1978,11259,9
48133,18273,9150,9123,14450,4091,18144,129
48135,160579,81516,79063,112124,15237,155777,4802
48137,1918,993,925,1634,586,1917,1
48139,173772,85705,88067,127214,21930,167235,6537
48141,836062,411665,424397,606560,99552,813852,22210
48143,41841,20347,21494,33090,5875,41065,776
48145,17272,8127,9145,13600,3095,17091,181
48147,34537,18246,16291,27219,6398,33395,1142
48149,25141,12393,12748,19984,6187,24949,192
48151,3856,1833,2023,2986,880,3671,185
48153,5803,2828,2975,4247,1081,5705,98
48155,1275,632,643,1044,345,1151,124
48157,765394,375912,389482,553725,81346,743774,21620
48159,10716,5245,5471,8126,2324,10324,392
48161,19714,10203,9511,15228,3866,19372,342
48163,19871,11883,7988,15129,2468,19507,364
48165,20706,10556,10150,13250,1820,20646,60
48167,332885,163877,169008,251621,46434,323317,9568
48169,6070,3829,2241,5108,834,5989,81
48171,26459,12798,13661,21129,7758,25651,808
48173,1510,867,643,1167,149,1510,0
48175,7565,3756,3809,5927,1664,7529,36
48177,20731,10540,10191,15125,3393,20404,327
48179,22410,11819,10591,16675,3546,21789,621
48181,131014,63944,67070,99914,22943,126418,4596
48183,123443,60105,63338,91508,18617,120076,3367
48185,27984,15171,12813,21675,4741,27195,789
48187,158966,78619,80347,118633,21670,153928,5038
48189,33826,17635,16191,24618,4482,32276,1550
48191,3048,1534,1514,2370,681,2925,123
48193,8332,4164,4168,6601,2042,8223,109
48195,5520,2817,2703,3876,851,5466,54
48197,3945,1918,2027,3125,845,3854,91
48199,56765,27374,29391,42736,9352,55990,775
48201,4646630,2309012,2337618,3400738,472148,4533677,112953
48203,66580,32338,34242,49680,10965,65231,1349
48205,5669,3346,2323,4451,852,5441,228
48207,5726,2964,2762,4674,1262,5606,120
48209,213366,106252,107114,163997,22818,208116,5250
48211,3994,2032,1962,2733,527,3899,95
48213,81070,39485,41585,63606,17818,79915,1155
48215,855176,418867,436309,573438,92728,840761,14415
48217,35689,17809,17880,27368,7332,35009,680
48219,23064,11502,11562,17034,3288,22504,560
48221,58318,28416,29902,46028,14397,57581,737
48223,36486,17904,18582,27396,6666,35754,732
48225,22954,12452,10502,18456,4893,22534,420
48227,36349,20151,16198,28313,4680,35187,1162
48229,4415,2218,2197,3332,675,4296,119
48231,94162,46261,47901,71636,14886,92231,1931
48233,21344,10772,10572,15858,3470,20445,899
48235,1620,838,782,1195,273,1606,14
48237,8852,5053,3799,6975,1510,8782,70
48239,14816,7316,7500,11043,2577,14559,257
48241,35506,17510,17996,26936,6875,35015,491
48243,2241,988,1253,1865,763,2224,17
48245,254340,130051,124289,193418,36138,250032,4308
48247,5231,2557,2674,3558,744,5194,37
48249,40972,20117,20855,29509,6113,40621,351
48251,167212,83534,83678,123646,23146,164041,3171
48253,19943,12527,7416,16461,3036,18801,1142
48255,15545,9147,6398,12308,2180,14939,606
48257,123804,60806,62998,89469,14585,120713,3091
48259,43769,21485,22284,33413,8269,41885,1884
48261,568,280,288,400,144,568,0
48263,647,295,352,488,182,644,3
48265,51843,25027,26816,41841,14024,50556,1287
48267,4373,2168,2205,3441,1267,4247,126
48269,237,117,120,167,25,237,0
48271,3659,2170,1489,3189,904,3658,1
48273,30974,15656,15318,23451,4030,30278,696
48275,3705,1845,1860,2717,679,3610,95
48277,49611,23770,25841,37786,9383,47696,1915
48279,13123,6583,6540,9457,2169,12777,346
48281,20862,10426,10436,16230,3914,20077,785
48283,7416,4322,3094,5918,1263,7140,276
48285,20021,9697,10324,15276,4662,19438,583
48287,17058,8530,8528,13274,3214,16890,168
48289,17225,8569,8656,13328,4175,17073,152
48291,83702,41320,42382,61848,10873,82840,862
48293,23417,12010,11407,18143,4389,23151,266
48295,3398,1712,1686,2496,581,3264,134
48297,12139,6707,5432,9712,2462,12005,134
48299,21047,10356,10691,17887,7656,20454,593
48301,98,54,44,73,25,98,0
48303,304808,150307,154501,231747,37113,296080,8728
48305,5830,3011,2819,4252,987,5555,275
48307,8057,4366,3691,6241,1759,7648,409
48309,251089,122580,128509,188969,35502,245458,5631
48311,774,413,361,550,142,774,0
48313,14197,8060,6137,11155,2155,13833,364
48315,10017,4858,5159,8221,2592,9879,138
48317,5649,2943,2706,3894,683,5609,40
48319,4186,2257,1929,3190,1021,3942,244
48321,36774,18349,18425,27281,6008,36110,664
48323,58174,28973,29201,39848,6704,57741,433
48325,50057,25816,24241,38460,8271,49063,994
48327,2119,1158,961,1853,666,1932,187
48329,168167,85041,83126,120459,17255,163996,4171
48331,24770,12270,12500,18719,5038,24303,467
48333,4889,2376,2513,3952,1504,4888,1
48335,8523,5179,3344,6835,1316,8334,189
48337,19489,9460,10029,15022,4360,19128,361
48339,571949,283117,288832,420620,73352,556686,15263
48341,21399,11218,10181,14655,2283,20862,537
48343,12373,5865,6508,9531,2657,12035,338
48345,1252,675,577,933,393,1213,39
48347,65339,31350,33989,50164,9286,64080,1259
48349,48995,24098,24897,36140,8229,47592,1403
48351,13914,7130,6784,11110,2800,13502,412
48353,14904,7643,7261,11032,2630,14737,167
48355,361540,178516,183024,272002,50883,355555,5985
48357,10131,5127,5004,6978,1064,9823,308
48359,2094,1106,988,1390,309,2035,59
48361,84069,41719,42350,63219,13110,82689,1380
48363,28540,14057,14483,21854,5548,28095,445
48365,23327,11494,11833,17823,4356,23182,145
48367,133811,66500,67311,100668,20511,130611,3200
48369,9718,4982,4736,6868,1312,9200,518
48371,15815,8966,6849,11927,2012,15584,231
48373,48913,26465,22448,39000,9040,47923,990
48375,119674,61773,57901,86742,14583,116065,3609
48377,6975,3352,3623,5166,1683,6975,0
48379,11766,5912,5854,9472,2893,11622,144
48381,134026,65721,68305,101789,19659,129485,4541
48383,3766,1955,1811,2535,308,3701,65
48385,3408,1498,1910,2531,975,3407,1
48387,12171,5759,6412,9730,2975,11888,283
48389,15492,8744,6748,12057,1961,15375,117
48391,7145,3439,3706,5489,1546,6842,303
48393,805,387,418,588,206,782,23
48395,16990,8315,8675,12949,3229,16806,184
48397,97175,47995,49180,70783,11754,94132,3043
48399,10277,5160,5117,7881,2121,10150,127
48401,53755,28614,25141,41606,8830,52351,1404
48403,10471,5013,5458,8508,3192,10130,341
48405,8286,3969,4317,6644,2184,8096,190
48407,28180,13797,14383,21942,6227,27490,690
48409,67008,33774,33234,48906,9790,65412,1596
48411,5991,3077,2914,4747,1382,5699,292
48413,2983,1505,1478,2194,560,2978,5
48415,17096,9277,7819,12797,2578,16606,490
48417,3296,1750,1546,2524,632,3215,81
48419,25349,12585,12764,18696,4405,25216,133
48421,3059,1596,1463,2369,408,2927,132
48423,227449,109770,117679,171437,36844,223246,4203
48425,8860,4448,4412,6863,1624,8848,12
48427,64078,31183,32895,42924,7196,63832,246
48429,9364,4858,4506,7245,1825,9060,304
48431,1231,678,553,807,156,1219,12
48433,1476,720,756,1078,300,1464,12
48435,3824,2065,1759,2815,691,3824,0
48437,7432,4052,3380,5557,1365,7061,371
48439,2049770,1002709,1047061,1506126,225738,1984300,65470
48441,136870,66757,70113,102988,19482,133488,3382
48443,896,423,473,761,293,874,22
48445,12528,6420,6108,9078,1889,12337,191
48447,1436,658,778,1206,402,1422,14
48449,32640,16066,16574,23207,4561,31893,747
48451,117986,58707,59279,89950,17837,115652,2334
48453,1226805,619629,607176,956830,116483,1182685,44120
48455,14620,7022,7598,11632,3833,14339,281
48457,21518,11699,9819,17356,4643,21014,504
48459,41018,20139,20879,31204,7350,40217,801
48461,3659,1901,1758,2701,611,3656,3
48463,26920,13185,13735,19623,4494,26722,198
48465,48969,24997,23972,35025,6928,48526,443
48467,55103,27074,28029,42330,11048,54105,998
48469,92109,45075,47034,68625,14567,89917,2192
48471,72321,42217,30104,61520,9187,71291,1030
48473,51832,25844,25988,39301,6013,51027,805
48475,11658,5812,5846,8436,1606,11478,180
48477,35163,17282,17881,27462,7376,34520,643
48479,273526,133948,139578,182613,25141,272110,1416
48481,41577,20419,21158,30775,6919,41170,407
48483,5338,2746,2592,3969,1024,5129,209
48485,131596,68389,63207,102166,19043,127128,4468
48487,12833,6266,6567,9957,2368,12558,275
48489,21588,11663,9925,16394,2954,21528,60
48491,547604,269549,278055,405281,64740,524704,22900
48493,49173,24716,24457,37124,7557,47554,1619
48495,7867,4049,3818,5515,906,7588,279
48497,66290,33406,32884,49829,9851,64748,1542
48499,44366,22059,22307,35751,11858,43719,647
48501,8631,4480,4151,5780,991,8502,129
48503,18036,8785,9251,13660,3681,17965,71
48505,14304,7095,7209,9508,1975,14243,61
48507,12039,6221,5818,8483,1665,11952,87
49001,6517,3362,3155,4379,923,6348,169
49003,53946,27550,26396,36756,6843,53115,831
49005,124165,62182,61983,86261,11339,121101,3064
49007,20308,10170,10138,14988,3409,20044,264
49009,613,348,265,478,77,613,0
49011,345767,174378,171389,233501,33756,334194,11573
49013,20148,10280,9868,13325,2294,19708,440
49015,10117,5168,4949,7107,1661,10016,101
49017,4998,2524,2474,3803,1088,4971,27
49019,9640,4934,4706,7611,1704,9513,127
49021,51213,25373,25840,36501,6425,49912,1301
49023,11301,5705,5596,7396,1321,11043,258
49025,7484,3765,3719,5721,1686,7292,192
49027,12854,6602,6252,8846,2148,12657,197
49029,11664,5983,5681,7507,1330,11536,128
49031,1866,1016,850,1413,459,1858,8
49033,2389,1126,1263,1684,505,2389,0
49035,1133646,569053,564593,822233,119685,1095078,38568
49037,15302,7625,7677,10584,2100,14903,399
49039,29850,15722,14128,22163,4079,29421,429
49041,21280,10881,10399,14933,3402,21143,137
49043,41103,20964,20139,30896,4854,40197,906
49045,67397,33981,33416,45091,5976,65133,2264
49047,36084,18302,17782,24041,3672,35113,971
49049,605490,305954,299536,400941,45796,586830,18660
49051,31708,16233,15475,21669,3505,31018,690
49053,165811,81947,83864,121651,34636,162353,3458
49055,2689,1386,1303,1950,552,2657,32
49057,251498,126354,125144,179836,28724,242656,8842
50001,36882,18302,18580,30541,7075,36213,669
50003,35746,17487,18259,28941,8048,35124,622
50005,30234,15192,15042,24298,6052,29618,616
50007,162646,79812,82834,133505,23807,159021,3625
50009,6200,3121,3079,5106,1567,6111,89
50011,49116,24403,24713,38157,7643,47721,1395
50013,7022,3489,3533,5788,1401,6770,252
50015,25318,12686,12632,20151,4236,24906,412
50017,28908,14418,14490,23562,5926,28397,511
50019,26901,13512,13389,21691,5947,26354,547
50021,58892,28933,29959,48356,12547,58284,608
50023,58350,28845,29505,47268,11080,57212,1138
50025,42823,20800,22023,35104,9378,41750,1073
50027,55275,27097,28178,45191,12557,54232,1043
51001,32673,15934,16739,25759,7424,32332,341
51003,107405,51363,56042,85682,19340,104800,2605
51005,15157,7367,7790,12293,3607,14985,172
51007,12953,6580,6373,10177,2483,12593,360
51009,31775,15290,16485,25538,6532,30769,1006
51011,15707,7599,8108,12357,3183,15416,291
51013,233464,116785,116679,191897,24465,224573,8891
51015,75079,38267,36812,60709,15368,73746,1333
51017,4307,2201,2106,3583,965,4123,184
51019,78376,38462,39914,62573,16343,76752,1624
51021,6388,3564,2824,5354,1438,6325,63
51023,33343,16365,16978,26852,7302,32749,594
51025,16520,8843,7677,13763,3452,16156,364
51027,21788,10958,10830,17858,4669,21655,133
51029,17059,9363,7696,13928,3284,16803,256
51031,55225,26711,28514,44210,10809,53667,1558
51033,30381,15102,15279,23387,4859,29214,1167
51035,29801,15004,14797,24175,7091,29367,434
51036,7014,3430,3584,5928,1678,6803,211
51037,12040,5926,6114,9369,2634,11857,183
51041,343551,165585,177966,261478,49544,332844,10707
51043,14423,7321,7102,11443,2990,14042,381
51045,5110,2378,2732,4155,1088,5047,63
51047,51101,25557,25544,38460,7862,49383,1718
51049,9824,4847,4977,7877,2151,9395,429
51051,14756,7472,7284,11869,3160,14599,157
51053,28485,13993,14492,22649,4884,28040,445
51057,10998,4970,6028,8773,2443,10815,183
51059,1145862,568173,577689,875647,149923,1092545,53317
51061,69728,34507,35221,53411,11284,67485,2243
51063,15704,7896,7808,12636,3537,15446,258
51065,26594,12217,14377,21229,5162,25736,858
51067,56187,27578,28609,45390,12797,55088,1099
51069,86415,43042,43373,66474,14514,83986,2429
51071,16772,8222,8550,13305,3570,16618,154
51073,37222,18173,19049,29918,6921,36390,832
51075,22865,11347,11518,18805,4942,22400,465
51077,15742,8070,7672,13085,3780,15603,139
51079,19519,9537,9982,14821,3232,18747,772
51081,11525,7256,4269,9719,1710,11251,274
51083,34552,16645,17907,27488,8097,33579,973
51085,105537,51736,53801,82166,18112,103225,2312
51087,327535,155240,172295,252502,49085,316075,11460
51089,51308,24817,26491,41312,12104,50380,928
51091,2204,1062,1142,1946,857,2192,12
51093,36627,17941,18686,28971,6814,35585,1042
51095,74916,36120,38796,59827,18396,72466,2450
51097,7042,3523,3519,5677,1628,6681,361
51099,26229,13213,13016,19582,3355,25296,933
51101,16688,8160,8528,12912,2617,16278,410
51103,10724,5034,5690,9084,3879,10699,25
51105,23948,12530,11418,19526,4974,23666,282
51107,395134,195769,199365,282513,35615,374769,20365
51109,36040,17679,18361,28691,7054,34786,1254
51111,12282,6302,5980,10049,2637,11950,332
51113,13170,6403,6767,10458,2849,12682,488
51115,8788,4382,4406,7495,2741,8587,201
51117,30728,14889,15839,24916,7722,30399,329
51119,10675,5202,5473,8949,3317,10258,417
51121,98140,50664,47476,82899,11973,96481,1659
51125,14831,7243,7588,12077,3853,14664,167
51127,21686,10870,10816,17211,3584,20831,855
51131,11885,5718,6167,9521,3093,11546,339
51133,12190,5931,6259,10378,4473,11971,219
51135,15433,8471,6962,12440,2925,15337,96
51137,36010,17712,18298,28061,7107,34795,1215
51139,23788,11754,12034,18961,4966,23282,506
51141,17748,8812,8936,14621,4642,17653,95
51143,61256,30113,31143,49553,13372,59436,1820
51145,28815,15324,13491,23543,5104,28293,522
51147,22905,11329,11576,19209,3683,22336,569
51149,38114,20593,17521,29815,5123,36477,1637
51153,461423,230487,230936,335572,44009,435664,25759
51155,34182,17122,17060,28097,7691,33426,756
51157,7378,3743,3635,6090,1907,7206,172
51159,8884,4857,4027,7396,1881,8405,479
51161,93823,45121,48702,74847,19843,91823,2000
51163,22570,11227,11343,18574,5754,22133,437
51165,80284,39392,40892,62456,15113,78697,1587
51167,27141,13306,13835,21960,5610,26863,278
51169,21902,11075,10827,17878,5155,21747,155
51171,43224,21301,21923,34044,9158,42096,1128
51173,30767,15161,15606,24785,6568,30539,228
51175,17880,9247,8633,14417,3473,17118,762
51177,132833,65286,67547,99647,18263,126895,5938
51179,146773,74067,72706,108378,14857,138815,7958
51181,6523,3154,3369,5392,1413,6376,147
51183,11377,6811,4566,9588,1969,11056,321
51185,41603,20647,20956,33573,8938,41123,480
51187,39492,19657,19835,30749,6170,38111,1381
51191,54071,26584,27487,44165,12004,53327,744
51193,17751,8793,8958,14406,4405,17312,439
51195,38486,20173,18313,31024,6806,37839,647
51197,28844,14090,14754,23098,5974,28444,400
51199,67982,33376,34606,51737,10664,64847,3135
51510,157613,75954,81659,128981,17766,149216,8397
51520,16912,7961,8951,13308,3456,16374,538
51530,6484,2776,3708,5140,1196,6443,41
51540,47096,22788,24308,39728,5326,45750,1346
51550,239982,117267,122715,181804,31085,230410,9572
51570,17428,8060,9368,13451,3550,16895,533
51580,5598,2680,2918,4451,1131,5404,194
51590,41070,18883,22187,32099,8342,39747,1323
51595,5442,2455,2987,3878,916,4987,455
51600,23531,11444,12087,18282,3498,22331,1200
51610,14128,6868,7260,10604,1816,13608,520
51620,8147,3640,4507,6096,1571,7814,333
51630,28622,12997,15625,22617,3084,26580,2042
51640,6517,3090,3427,5103,1458,6500,17
51650,135041,65105,69936,106529,20215,129371,5670
51660,53273,25548,27725,44564,4778,49719,3554
51670,22456,10499,11957,16692,3484,21923,533
51678,7241,4112,3129,6592,1128,7036,205
